credit_amt,sex,education,marital_status,age,repay_sep,repay_aug,repay_jul,repay_jun,repay_may,repay_apr,state_sep,state_aug,state_jul,state_jun,state_may,state_apr,paid_sep,paid_aug,paid_jul,paid_jun,paid_may,paid_apr,default
20000,2,3,1,43,0,0,0,0,0,0,14959,32006,17139,17979,18518,15243,1600,1700,1500,1000,1000,1780,0
70000,2,2,2,33,0,-1,0,0,0,0,9286,2748,4689,6569,4909,0,2748,2000,2009,2000,0,0,0
380000,2,1,1,43,0,0,0,0,0,0,121868,114627,102551,101323,84087,86661,6000,5000,5000,5000,5000,5000,0
30000,2,3,1,48,0,0,0,2,0,0,36956,35422,35714,32193,29979,28191,1553,3345,0,1000,1000,1000,0
200000,2,2,2,35,1,-1,2,-1,0,0,-3258,7244,3498,10494,6996,3498,14000,0,10494,0,0,16248,0
80000,2,2,2,36,1,2,2,2,0,0,81606,154026,82385,79795,48999,48161,0,7600,5,2000,2000,2000,1
150000,2,2,2,38,0,0,0,0,0,0,26495,24906,6763,6581,6733,6882,1291,1101,1098,250,247,300,0
210000,2,2,1,40,0,0,0,0,0,0,111508,113753,116845,113571,105052,104167,4100,5000,4009,3500,4000,5000,0
70000,2,3,1,43,2,0,0,0,0,0,46092,40094,39610,31047,27431,16693,1700,1700,1243,1000,500,1000,0
280000,2,2,2,38,0,0,0,0,0,0,92579,94451,96041,98301,74624,75173,4300,4000,4033,3000,3300,3500,0
140000,2,2,1,35,-1,-1,-1,-1,-1,-1,326,326,6410,4246,326,326,326,6736,4246,326,326,502,0
200000,2,4,1,44,-2,-2,-2,-2,-2,-2,0,1904,0,0,0,2206,1904,0,0,0,2206,686,0
170000,2,2,2,40,0,0,0,0,0,0,117338,116936,115762,101581,100182,99565,4211,4002,4006,3412,3486,4000,0
50000,2,2,1,49,1,2,2,2,0,0,19208,19608,22608,21951,22287,22778,1000,3321,0,1000,1000,1001,0
90000,2,2,1,32,0,0,-2,-1,-1,-2,4857,-43,-43,968,4385,17889,0,0,1011,4385,17889,9455,0
130000,2,1,1,33,0,0,0,0,0,0,63505,64121,66351,73399,71007,71253,5000,5000,10000,3000,3000,3228,0
250000,2,1,1,40,2,2,2,0,0,0,170489,181700,177530,181147,184784,195574,13926,0,6408,6478,13629,0,0
120000,2,1,2,35,2,2,2,2,0,0,110581,104687,112279,108089,88594,87630,0,10800,0,3500,3400,3500,1
490000,2,1,1,37,1,2,0,0,0,0,18961,11232,19173,20400,27979,27622,0,9173,5400,7979,7622,0,0
200000,2,1,1,43,1,-1,-1,-2,-2,-1,0,601,0,0,0,259,601,0,0,0,259,150,1
200000,2,2,1,42,0,0,0,0,0,0,192821,196113,202774,176737,147151,148866,8000,10120,6500,5500,7000,6000,0
100000,2,2,1,30,2,-1,-1,0,0,0,736,1237,40476,41408,36362,34213,1237,43757,2005,1500,2000,2000,0
280000,2,1,2,31,-1,-1,-1,-1,-1,-1,14697,4492,1415,15251,316,316,4501,2343,15289,316,316,3179,0
290000,2,1,2,34,0,0,0,0,0,0,21849,9318,7964,10335,12000,13463,1500,2016,5000,2000,1463,3365,0
160000,2,4,1,45,0,0,0,0,0,0,151214,154669,154102,149903,148435,158498,6000,5500,7000,6000,12500,6500,0
230000,2,2,1,45,0,0,0,0,0,0,71149,71922,77500,72851,72860,48758,3000,11261,10000,2100,5000,5000,0
130000,2,2,1,49,0,0,0,0,0,0,53714,55404,56566,57139,58300,59523,2570,2650,2100,2100,2150,3000,0
420000,2,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,2,2,2,46,0,0,0,0,0,0,15717,16724,18051,18759,19132,19684,1276,1603,1311,684,860,874,0
70000,2,2,1,38,1,2,0,0,2,0,73688,70254,71281,73229,71426,68911,0,2800,6500,0,2821,5500,1
230000,2,1,1,47,-2,-2,-2,-2,-2,-2,-96,2935,2889,17978,9462,8134,3031,2889,17993,9468,8949,3915,0
420000,2,1,2,34,0,0,0,0,-1,-1,19406,17791,11796,3089,4624,210,6000,1600,1000,4641,210,3523,0
140000,2,1,1,34,0,0,0,0,0,0,22848,24459,26254,27728,28047,29315,2000,2000,2000,1000,1500,2000,0
30000,2,3,1,26,0,0,0,-1,0,0,27217,24346,9237,5881,29083,23795,1179,1361,5921,23665,566,213,0
50000,2,2,2,27,1,2,0,0,2,2,51176,48900,48854,50243,51187,47551,0,2200,3700,2000,0,2000,1
260000,2,3,1,41,0,-1,-1,0,0,0,2472,8160,4549,5502,3487,5416,8160,4549,1056,139,2000,381,1
100000,2,2,1,33,1,2,2,2,2,2,12560,16103,11166,10099,10861,9932,0,4250,0,1209,0,1000,0
260000,2,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,2,2,1,33,0,0,0,0,0,0,23870,25168,26451,27437,29401,31939,2000,2000,1437,2401,3000,6000,0
450000,2,1,2,34,-2,-2,-2,-2,-2,-2,1494,538,3218,0,429,168,538,3218,0,429,168,168,0
390000,2,2,1,34,0,-1,-1,-1,-2,-2,1162,759,695,-448,-1228,-1228,759,699,115,712,0,235,0
40000,2,2,1,38,0,0,0,2,0,0,37539,38132,41217,40255,39135,37235,2000,4000,0,1700,3000,0,1
500000,2,2,1,46,0,0,2,2,0,0,198342,212155,185142,115640,78082,80588,19000,5000,0,5000,10000,50000,0
180000,2,2,1,39,-1,-1,-1,-1,-1,-1,5360,6176,398,629,0,978,6207,398,629,0,978,2198,0
100000,2,3,1,39,1,-1,-1,-1,-1,-1,-5,580,2207,630,540,0,585,2207,630,540,0,0,0
50000,2,2,2,42,0,0,-1,0,0,0,37606,17971,10812,12237,13057,15057,3000,15000,2000,2000,2000,0,0
40000,2,2,1,38,0,0,0,0,0,0,40125,38809,36485,28152,22161,19789,2006,2002,1603,1000,2000,0,0
350000,2,1,2,46,-1,-1,-1,-2,-2,-2,5372,12179,0,0,0,0,12277,0,0,0,0,0,0
360000,2,1,1,37,-1,-1,-1,-2,-2,-2,1568,2500,0,0,0,0,2500,0,0,0,0,0,0
200000,2,2,2,36,0,0,0,0,0,0,9738,10749,11773,12784,13039,13314,1177,1201,1212,467,485,1147,1
230000,2,1,2,38,-2,-2,-2,-2,-1,0,2581,2929,6966,1935,6665,11254,2929,6966,1935,6665,8000,15941,0
200000,2,2,2,39,-2,-2,-2,-2,-2,-2,2880,0,0,0,2894,210,0,0,0,2894,210,2595,0
230000,2,2,1,42,-2,-2,-2,-2,-2,-1,7906,2131,5733,4292,4694,4709,2138,5756,4303,4711,4741,6037,0
20000,2,1,1,47,0,0,0,2,0,0,13963,15227,17968,17382,18094,19399,1500,3000,0,1000,1600,0,1
20000,2,3,1,48,0,0,0,0,0,0,14203,15215,16544,17250,17604,19993,1252,1581,1287,641,2684,0,0
310000,2,3,1,35,0,0,0,0,0,0,83719,81138,87523,77902,82165,97298,5000,18088,5500,6300,17300,25500,0
160000,2,2,1,36,-1,-1,-1,-1,-1,-1,2054,1949,2562,8582,2758,0,1950,2562,8582,2758,0,4163,0
230000,2,3,1,41,-2,-2,-2,-2,-2,-2,34578,495,502,944,5814,965,495,502,950,5820,965,1028,0
200000,2,1,2,40,-1,-1,-2,-2,-1,0,7277,-6,-6,3044,4412,3412,6,0,3050,4412,0,0,0
120000,2,2,1,42,0,0,0,0,0,0,114740,113994,113989,115225,116511,112823,4038,5000,4000,5000,4000,5000,0
170000,2,2,1,32,1,2,-1,-1,0,0,9990,4647,1399,6548,1399,0,0,1399,6548,0,0,0,1
240000,2,3,2,35,0,0,0,0,0,-1,18086,11226,7899,8072,728,24511,1133,1124,2000,728,24709,1972,0
130000,2,1,2,33,2,2,0,0,0,0,73250,71473,73892,74400,62134,63430,0,3572,2645,1813,1878,2210,1
200000,2,3,1,42,-1,-1,-1,2,-1,0,390,742,4352,390,780,390,742,4000,0,780,0,1757,0
60000,2,2,1,45,0,0,0,0,0,0,59998,59702,61188,57459,26551,24901,2152,2464,1462,847,1007,3004,0
400000,2,2,1,44,-2,-2,-2,-2,-2,-2,0,804,11192,0,0,0,804,11242,0,0,0,0,0
210000,2,2,2,43,-2,-2,-2,-2,-2,-2,3577,1003,0,0,0,0,1003,0,0,0,0,150,0
100000,2,2,1,42,2,2,0,0,0,0,91534,88637,90169,84714,69482,70226,0,4458,2973,2606,2696,2695,1
80000,2,2,1,44,-1,0,-1,-1,-1,-1,3995,2045,824,0,1000,0,1000,824,0,1000,0,0,0
80000,2,2,2,31,-1,-1,-1,-1,-1,-1,1068,0,100,0,1050,-150,0,100,0,1050,0,0,1
200000,2,1,2,33,0,0,0,0,0,0,77670,80051,80906,82088,81564,87241,6782,5000,4000,3000,9000,4000,0
260000,2,2,2,31,0,0,0,0,0,0,69957,72727,73562,65954,30948,0,3945,2764,5431,633,0,0,0
30000,2,2,2,32,0,0,0,0,0,0,29480,30394,28072,28885,29287,23012,1431,1579,1402,804,732,1820,1
50000,2,3,1,33,0,0,0,0,0,0,40757,39847,37561,36725,35346,33810,2000,1719,1783,1200,1200,1500,0
310000,2,2,1,46,0,0,0,0,0,0,43990,45872,47135,46944,49121,51337,3000,3000,2000,3000,3000,1000,0
30000,2,1,1,49,-2,-2,-2,-2,-2,-2,3340,0,1220,480,0,174,0,1220,480,0,174,1162,0
160000,2,2,1,45,-1,-1,-1,-1,-1,-1,3650,1650,5650,3300,1650,1650,1650,5650,3300,1650,1650,1650,0
350000,2,1,1,44,-1,-1,-1,-1,-1,0,4025,2820,3094,0,330,330,2820,3094,0,330,0,1240,1
50000,2,4,1,40,0,0,0,0,0,0,44749,46229,46798,47647,40500,41921,2229,2298,2100,2500,1921,8432,0
30000,2,2,2,44,0,0,0,0,0,0,9725,10766,12070,11973,10166,7966,1200,1500,2000,1166,3500,1500,0
110000,2,2,2,31,0,0,0,0,0,0,98531,99593,100093,90437,75701,77013,3577,3680,3030,2701,2674,2669,1
50000,2,2,1,31,0,0,0,0,0,0,22716,19198,19462,14841,11088,10301,2000,1510,4000,1000,600,500,0
320000,2,2,1,34,0,0,0,0,0,0,3825,3835,6746,9472,11777,14282,3000,3000,3000,3000,3000,4000,0
80000,2,1,2,34,-1,2,-1,-1,-1,-1,652,326,326,326,326,326,0,326,326,326,326,326,1
40000,2,3,1,42,0,0,0,0,0,0,40285,40024,39706,36431,37154,37306,1658,1601,1587,1310,1510,2000,1
330000,2,2,1,39,1,-1,-1,-1,2,-1,0,1380,0,404,404,24420,1380,0,404,0,24420,480,0
160000,2,3,1,36,-2,-2,-2,-2,-2,-2,170,1062,0,0,0,0,1062,0,0,0,0,0,0
210000,2,2,1,49,-1,-1,-1,-1,-1,-1,11790,2230,390,3470,390,2140,2230,390,3470,390,2140,780,0
50000,2,2,1,36,0,0,0,0,0,0,26277,25371,22790,23372,22216,19586,1700,1800,1300,1000,1000,900,0
50000,2,3,2,49,0,0,2,0,0,0,46468,50669,48701,49066,30177,29274,5000,0,2500,1151,1156,1052,1
120000,2,1,2,36,0,0,0,0,0,0,71199,71993,73652,75482,76686,47781,2574,2816,3200,2911,1800,2000,0
150000,2,1,1,45,-2,-2,-1,2,2,-2,882,258,629,349,2825,2240,258,629,3,2825,0,2011,0
50000,2,2,2,31,2,2,2,2,-2,-1,50539,50017,48310,420,560,29793,1000,0,420,560,29793,0,0
240000,2,1,2,36,0,0,2,0,0,2,176035,196664,192140,194357,205637,202417,25228,0,6947,14402,33,7167,0
230000,2,1,1,39,1,-2,-1,-1,-1,-2,0,0,181,2680,0,0,0,181,2680,0,0,0,1
290000,2,2,1,45,0,0,0,0,0,0,36335,36085,35225,35711,35381,34468,1564,1594,1840,1378,1245,1388,0
230000,2,1,1,42,-1,-1,-1,-1,-2,-2,7338,-15,4685,1925,2347,0,15,4700,1925,2347,0,0,0
360000,2,1,1,39,1,-2,-2,-1,0,-1,-390,-390,-390,10872,10540,2203,0,0,11652,358,2203,390,0
320000,2,2,1,38,0,0,0,0,0,0,129416,129575,125866,130067,131128,124469,4836,4919,6246,4395,4524,4850,0
360000,2,2,1,45,0,0,-2,-2,-1,-1,12040,0,0,0,150,1728,0,0,0,150,1728,0,0
90000,2,1,1,38,0,0,0,0,0,2,85376,86326,88122,62706,53612,40963,4326,4322,2706,3575,0,1670,0
500000,2,1,2,34,-1,-1,-1,-1,0,-1,4677,6187,4775,31188,5827,3637,6187,4775,31188,0,4119,7390,0
210000,2,2,1,36,0,0,0,0,0,0,91801,93039,101393,89894,75652,54329,4000,10023,3047,2007,2086,2011,0
90000,2,2,1,39,0,0,0,0,0,0,45406,47337,48575,49667,51119,23344,3000,2000,2000,2000,2000,1087,0
80000,2,3,1,44,2,0,-1,-1,-1,0,31023,30390,390,390,780,780,1000,390,390,780,0,0,0
170000,2,2,2,33,1,-2,-2,-2,-2,-2,-189,-189,-189,-189,-189,-189,0,0,0,0,0,0,0
30000,2,3,1,38,-2,-2,-2,-2,-2,-2,1535,835,8927,5371,0,1996,835,8939,5480,0,1996,0,0
260000,2,2,1,39,-2,-2,-2,-1,-1,-1,0,2399,1647,502,597,4222,2399,1647,502,597,4222,2117,0
500000,2,1,1,44,-2,-2,-2,-2,-2,-2,2128,635,13258,4562,893,2030,635,13337,4562,893,2030,0,0
100000,2,2,1,35,1,-2,-2,-2,-1,-1,0,0,0,0,4323,2000,0,0,0,4323,2000,0,0
180000,2,1,1,45,0,0,0,0,2,0,16452,18472,20546,24956,24262,24782,2616,2690,5100,0,1058,2000,0
50000,2,2,1,45,0,0,2,-1,0,0,3487,3159,213,3336,1863,390,1213,0,3336,0,0,390,0
200000,2,2,1,35,0,0,0,0,-1,-1,27561,17365,9889,0,9002,728,5000,1015,0,9002,728,10000,0
20000,2,3,1,45,0,0,0,2,0,0,17235,18253,20858,20202,18950,17709,1610,3215,0,780,640,1400,0
20000,2,2,1,46,1,2,2,-1,0,-1,4426,2735,-211,1863,390,390,0,0,2253,0,390,1735,1
60000,2,2,1,35,0,0,0,0,0,3,20163,21517,22860,25154,29387,30607,2000,2000,3000,5000,2000,6000,0
260000,2,1,1,42,0,0,-1,-1,0,-1,16827,8606,3856,12996,8788,15104,1500,3856,13000,0,15104,16764,0
180000,2,3,1,41,0,0,2,2,-2,-2,10324,10471,6566,2375,1911,1080,3744,0,2911,9,1080,990,0
210000,2,1,2,44,-1,-1,-1,-1,-1,-1,4925,32767,6273,5651,9103,8660,32930,6975,5661,9109,8664,8917,0
270000,2,2,1,36,0,0,0,0,0,0,73953,68207,55382,46629,28115,12847,5168,5010,2005,2000,2000,2000,0
370000,2,1,1,36,-2,-2,-2,-2,-2,-2,2788,25790,3007,4246,3737,2290,25794,3007,4305,3737,2290,22259,0
200000,2,1,2,35,-1,-1,-1,-1,-1,-1,467,2628,287,9471,985,4489,2700,1000,9500,1000,4500,1301,0
270000,2,1,1,31,-2,-2,-2,-2,-2,-2,6181,12110,26069,36630,37390,19816,12140,26134,36650,37390,19816,5272,0
350000,2,1,2,32,-1,-1,-1,-1,-1,0,11942,3236,7241,6800,5163,942,3252,7289,8495,5184,1,2,0
230000,2,2,2,37,2,-1,2,2,-1,0,535,3881,2297,-3,3044,2424,3888,16,0,3047,12,0,0
130000,2,2,1,41,0,0,0,0,0,0,8920,9538,10174,11036,10552,9934,1161,1187,1439,345,346,487,0
400000,2,1,1,32,-2,-2,-2,-2,-2,-2,3616,0,3328,3328,3828,4893,0,6656,3328,3828,4893,4687,0
180000,2,2,2,36,-2,-1,-1,-1,-2,-2,0,1290,2985,0,0,0,1290,2985,0,0,0,0,0
220000,2,1,1,41,0,0,2,0,0,0,138657,156689,150748,154481,156487,154870,22000,0,8000,7000,6500,5000,0
210000,2,1,2,32,1,-2,-1,-1,-1,-1,-974,-974,20363,770,0,6138,0,21337,770,0,6138,0,0
240000,2,2,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,2,2,2,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,2,2,1,45,0,0,0,0,0,-1,60236,51815,39051,25960,12889,12890,6007,1566,1441,259,12891,12497,0
300000,2,1,1,47,3,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,1
70000,2,2,1,34,-2,-2,-2,-2,-2,-2,1533,3921,6389,0,0,0,3921,6405,0,0,0,0,0
60000,2,3,2,43,0,0,0,0,-1,0,65349,61322,56414,47643,28208,27570,2300,2507,1000,28512,994,999,1
260000,2,1,2,33,-2,-2,-1,-1,-1,0,1900,0,204,-810,2190,810,0,204,0,3000,0,0,0
400000,2,2,1,37,-2,-2,-2,-1,0,0,2218,13181,4039,10692,18692,19565,13256,4039,10692,8000,9000,1000,0
490000,2,1,1,48,1,-1,-1,-1,-1,0,500,7081,1460,6213,6040,1155,7081,1460,6213,7195,0,878,0
50000,2,1,2,42,2,0,0,2,2,2,34218,35539,38246,37332,39702,38932,1893,3600,0,3000,0,3500,1
130000,2,1,2,32,0,0,0,0,0,0,58776,53702,43760,31540,23675,15841,2010,2037,1218,2182,1003,1001,0
150000,2,2,1,32,-1,2,-1,0,0,0,3204,430,29425,30437,31123,28997,0,29425,2000,1528,1518,2000,0
70000,2,2,1,33,1,2,0,0,0,0,51900,49307,48214,27572,26810,20541,0,1500,1300,1505,1000,1000,0
240000,2,2,1,34,-1,-1,0,0,-1,-1,626,1921,20740,21274,888,360,1921,19000,2624,888,360,360,0
250000,2,1,1,49,-1,-1,-2,-2,-1,0,1104,0,0,0,3000,1500,0,0,0,3000,0,3212,0
130000,2,2,1,40,0,0,0,0,0,0,133559,129869,118032,95953,73970,107785,5400,6950,4600,4000,2000,2300,0
60000,2,2,1,37,0,0,0,0,0,0,59462,60866,54007,52089,29397,29110,3000,2570,2202,1200,1100,1100,1
290000,2,2,1,41,-1,-1,-2,-1,0,-1,2025,0,0,9194,9194,399,0,0,9194,0,399,9290,0
150000,2,2,1,41,0,0,-1,-1,-1,-1,4474,3881,1207,1617,0,620,3000,2306,2610,0,620,0,0
240000,2,2,1,37,-1,2,-1,-1,-1,0,1769,842,14015,0,1317,566,0,14015,0,1317,0,0,0
220000,2,1,1,43,-1,-1,-1,-1,-1,-1,4009,1689,12370,12095,1832,4691,1689,12373,12099,1832,5001,10311,1
100000,2,1,2,38,3,2,-1,-1,0,0,2156,1151,1151,35499,33051,36627,0,1151,35499,10000,6627,7000,0
200000,2,1,1,39,-2,-2,-2,-2,-2,-2,5553,2294,359,0,353,342,2294,359,0,353,342,0,0
400000,2,1,1,37,-1,0,-1,0,0,0,10677,31405,26717,25434,6973,9899,31008,26862,3000,2000,3000,0,0
500000,2,1,1,47,-2,-2,-2,-2,-2,-2,3634,296,966,6675,-10,2055,299,1169,6708,0,2065,1133,0
230000,2,1,1,45,-1,-1,-1,-1,-1,-1,6348,0,967,0,699,499,0,967,0,699,499,0,1
50000,2,2,2,43,0,0,0,0,0,0,48474,48388,38972,47584,28055,28571,2334,1918,12530,1001,1035,1198,0
180000,2,2,1,46,-1,-1,-1,-1,-1,-1,578,911,578,578,578,438,911,578,578,578,438,280,0
200000,2,1,2,31,0,0,0,0,0,0,90708,58787,104382,91888,88267,85471,2768,48617,3243,3000,3233,3000,0
230000,2,1,2,37,-2,-2,-2,-2,-2,-2,1985,7150,20123,1671,1244,0,8075,20200,1671,1244,0,809,0
210000,2,2,1,34,0,0,2,0,0,0,201223,214479,193598,178416,143879,125004,17580,0,7193,3500,4881,3679,1
170000,2,3,2,33,2,0,0,0,0,0,170348,166348,162319,165592,167482,171106,7622,7354,7464,6127,6550,6100,0
200000,2,1,2,41,-1,-1,-1,-1,-1,-1,2615,9855,11162,45607,23359,25713,9855,21162,45614,23359,25713,9884,0
350000,2,1,1,42,-1,2,-1,-1,-1,-1,3931,2570,27036,1559,1962,3683,0,27036,1559,1962,3683,3074,0
360000,2,3,2,41,-2,-2,-2,-2,-2,-2,3578,3658,3578,3578,3578,4268,3658,3578,3578,3578,4268,3578,0
160000,2,1,2,35,-1,-1,-1,-1,-1,-2,3027,1116,2179,5468,80,1314,1116,2183,5468,80,1314,0,0
230000,2,1,1,36,-2,-2,-2,-2,-2,-2,0,1663,4777,1755,2442,2724,1663,4777,1763,2445,2727,17136,0
110000,2,2,1,44,0,0,0,0,0,0,42214,43195,43699,45662,47592,48674,2000,3000,3000,3000,2000,2000,0
280000,2,1,2,30,0,0,0,0,0,0,192045,195162,198105,202919,197380,201927,9300,9500,9509,7100,7800,8200,0
240000,2,1,2,30,-1,-1,-1,-1,-1,0,3376,0,4649,1528,7378,682,0,4649,1533,7378,0,0,0
20000,2,3,2,31,1,-1,3,2,2,-2,-363,204,204,204,-14,-2400,567,0,0,0,20,3800,0
210000,2,2,2,30,0,0,0,0,0,0,184705,188235,193694,178664,149612,151226,7000,9057,6507,9808,6000,5500,0
250000,2,1,2,30,0,0,0,0,0,0,144807,162326,168186,175369,178156,189259,20000,10000,10000,7200,14000,7200,0
90000,2,3,1,44,-1,-1,-1,-1,-1,-1,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,34619,0
70000,2,2,2,30,-1,0,0,0,0,0,2429,3878,4957,6209,6338,6587,1500,1300,1500,380,500,500,1
90000,2,1,2,36,0,0,0,0,0,-1,39317,28491,20367,16680,10320,7601,1808,1657,1000,206,7601,286,1
180000,2,1,1,39,-1,-1,-1,0,-1,0,547,547,759,1042,796,547,547,759,1000,796,0,249,0
210000,2,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
200000,2,4,2,30,-1,-1,2,-1,-1,-1,17160,7289,2868,9470,5816,7809,2880,0,9470,5834,7809,2886,0
500000,2,3,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,2,2,1,32,1,2,0,0,0,0,18931,18329,19441,20113,19864,15424,0,1414,1146,729,970,0,0
160000,2,3,1,44,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,0
250000,2,1,1,32,-2,-2,-2,-2,-2,-2,3829,4360,4420,18311,2887,4768,4374,4423,18311,2887,4768,591,0
360000,2,2,1,44,-2,-2,-2,-2,-2,-2,1715,3662,12595,223,222,490,3680,12657,224,223,492,494,0
300000,2,2,1,44,0,-1,-1,-1,-1,-1,7948,576,2660,2319,1905,257,576,2684,2319,1905,257,3743,0
420000,2,2,1,40,-1,0,0,0,2,0,101873,99516,99873,100361,90052,89112,3517,3537,6810,0,2764,3500,0
30000,2,2,2,36,0,-1,-1,0,0,0,2114,490,30452,29667,28596,29180,490,33299,1400,572,584,400,0
260000,2,2,1,48,0,0,0,0,0,0,85378,71870,72994,57382,58522,59748,2664,2376,2084,2095,2169,2182,0
360000,2,2,1,45,0,-1,-1,-1,-1,-1,20137,3332,3542,6487,3437,4875,3332,3752,6487,3437,4875,24181,0
220000,2,2,2,32,-1,-1,-1,-1,-1,-1,18477,16341,11125,10000,10000,10000,16370,11125,10000,10000,10000,301,0
20000,2,3,1,35,0,0,0,0,0,0,19792,19995,20269,18268,19478,19885,1339,1500,1290,1500,704,882,0
230000,2,1,2,37,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,18,0,0,0,0,0,1
100000,2,2,1,41,-1,2,2,-1,0,0,2427,1225,935,5362,4082,-75,935,0,5362,0,0,0,0
180000,2,1,1,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,2,2,1,45,0,0,0,0,0,0,12975,13149,13408,12714,12437,11166,1520,2000,1452,1000,649,344,0
160000,2,3,1,46,-1,-1,-1,-2,-2,-2,960,485,0,0,0,0,485,0,0,0,0,0,0
10000,2,2,3,43,0,0,0,0,0,2,6110,6302,5972,6985,7845,7574,1240,1200,1120,980,0,268,0
300000,2,1,1,39,-2,-2,-2,-2,-2,-2,2973,2694,7270,2970,2359,8492,2702,7286,2978,2369,10011,7259,0
80000,2,1,1,37,0,0,0,0,0,0,104989,100150,94413,89400,84271,79502,4369,3343,3137,2914,3151,3320,0
80000,2,2,2,33,0,0,0,0,2,0,12554,13564,14608,17441,16866,17443,1523,1567,3400,0,1000,1000,0
230000,2,1,1,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,136,0,0,0,0,136,1233,0
50000,2,2,2,48,0,0,0,0,0,0,50099,17402,19111,20784,23428,25040,1291,2000,2000,3000,2000,2000,0
80000,2,1,1,37,-1,-1,-1,-1,-1,-1,2028,286,14255,10056,317,728,286,14255,10071,317,728,16312,0
150000,2,1,1,47,-2,-2,-2,-2,-2,-2,39139,15269,12853,12531,5325,2086,15374,12904,12541,5330,2086,2627,0
160000,2,1,1,43,-1,-1,-1,-1,-1,-1,2980,2817,0,450,748,5054,2817,0,450,748,5054,4711,1
390000,2,4,1,40,0,0,0,0,0,0,195688,199033,197961,195958,196019,199014,7636,5653,5545,5532,5859,6818,0
500000,2,1,1,37,-2,-2,-2,-2,-2,-2,16801,14782,23095,49379,35313,23024,14805,23111,49397,35313,23856,27740,0
100000,2,2,1,32,-1,0,0,0,0,0,29222,29378,25409,23072,22745,22492,1432,1452,1226,675,748,569,0
30000,2,1,2,43,0,0,0,0,0,0,29327,30487,29417,30379,30452,0,1659,1589,1551,1124,0,0,0
20000,2,2,2,45,0,0,0,0,-2,-2,7221,8329,8840,-1560,-1560,-1560,1245,1400,0,0,0,0,0
500000,2,1,2,45,0,0,0,0,0,0,87206,90487,19892,20377,32177,41677,5303,10000,1200,12000,10000,0,0
150000,2,1,2,37,-2,-2,-2,-2,-2,-2,702,0,0,0,0,0,0,0,0,0,0,0,0
360000,2,1,2,38,1,2,0,0,0,0,4741,4534,6491,8422,8665,0,0,2000,2000,243,0,0,1
200000,2,1,2,31,0,0,0,0,0,0,68244,65243,61590,47301,47232,25231,6018,2507,2011,4140,5072,500,0
270000,2,1,2,36,0,0,0,0,0,0,16699,17908,19114,20341,20617,16223,1800,1500,1600,830,1000,1000,0
230000,2,2,2,32,0,0,0,0,0,0,17957,18063,20755,23278,24083,25145,3000,3000,3000,4000,4000,3000,0
150000,2,1,1,40,-1,-1,-1,-2,-2,-2,1221,176,0,0,0,0,176,0,0,0,0,0,0
240000,2,1,1,41,0,0,0,0,0,0,129776,126395,129371,132218,136003,139798,5000,5000,5000,6000,6000,5098,0
240000,2,1,1,35,-1,-1,-1,0,-1,0,3664,5770,10412,4578,5928,5619,5770,10420,1150,5928,3619,13227,1
160000,2,1,2,35,-2,-2,2,2,0,0,52010,4792,194,1900,1900,1150,4792,150,3800,0,0,0,0
180000,2,2,1,33,0,0,0,0,0,0,44806,47050,49282,50159,51336,54332,3000,3000,2000,2011,4000,3000,0
210000,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,2,3,1,49,0,0,0,0,0,0,79967,75920,73968,71919,59894,59405,2700,2875,3000,3000,4000,2500,0
30000,2,3,2,45,-2,-2,-2,-2,-2,-2,0,0,0,0,300,390,0,0,0,300,390,930,0
60000,2,2,1,33,0,0,0,0,0,0,56379,23161,21106,22345,25720,23467,3000,1386,1625,4000,3000,3000,0
370000,2,2,2,35,-2,-2,-2,-2,-2,-2,20108,13976,12939,11367,17049,27337,13994,12939,11380,17049,27337,14146,0
30000,2,2,1,33,-1,-1,-1,-1,-1,-1,390,390,390,390,390,0,390,390,390,390,0,780,0
150000,2,1,1,30,0,0,-2,-2,-2,-2,6154,0,0,0,0,0,0,0,0,0,0,26286,1
100000,2,1,2,42,0,0,0,0,0,-2,61618,60380,58567,79527,18950,19667,2406,2200,22004,656,1000,396,0
80000,2,2,1,39,0,0,0,0,0,0,48784,46401,39456,30712,29629,28241,2194,1560,1421,1001,1000,1008,0
